nric_id,name,country,email,phone,type,password,membership_id,points,points_redeemed,expiry,tier
S8335142S,Rhianon Birrell,Syria,rbirrellkf@issuu.com,(688) 5984028,non-member,JUhiR9,9158115927,28731,5877,11/9/2020,bronze
S0179025L,Fonzie Ockenden,Thailand,fockendenkg@springer.com,(803) 6678830,member,ScFma80,1880178370,18999,38075,2/16/2019,silver
S4593906S,Cynde Kilduff,China,ckilduffkh@usa.gov,(673) 7349927,non-member,BYfjrBGuKWF,2834498660,8030,6603,8/7/2019,silver
S0050520D,Rosie Layburn,China,rlayburnki@w3.org,(323) 2569781,member,EeTWJp,9440194146,26719,33299,11/29/2019,gold
S1052470H,Dale Ellerbeck,China,dellerbeckkj@woothemes.com,(834) 7894566,non-member,QSeRWKf7yJU0,1361531193,34642,31127,5/12/2019,bronze
S3843979E,Hirsch Underdown,Indonesia,hunderdownkk@hao123.com,(629) 9198920,non-member,5vfx1QCW,4400962156,5150,26847,2/5/2020,silver
S0725957Q,Molly Ferneyhough,Netherlands,mferneyhoughkl@simplemachines.org,(141) 3109474,non-member,d8nmVZ5Q5uh,9939153309,11292,21167,7/3/2019,bronze
S3958881V,Jocelyne Ivett,Russia,jivettkm@un.org,(203) 5117173,member,Pn2tKtc6Hu5,1018453601,6920,23228,10/14/2018,silver
S9715727G,Stefania Blainey,Czech Republic,sblaineykn@fda.gov,(268) 6639564,member,EB5EzMxsY,1989900496,26299,5168,2/27/2019,silver
S3922636D,Hyacinth Di Iorio,Indonesia,hdiko@php.net,(869) 2867671,member,Jh99jm,5869504244,36424,16074,7/6/2020,bronze
S3136777X,Teresita Strick,China,tstrickkp@berkeley.edu,(683) 5086993,non-member,728oOfAmp,2162872994,26379,10653,5/11/2020,bronze
S2651671V,Linzy Cussen,Brazil,lcussenkq@accuweather.com,(528) 4952455,non-member,W0V4EOXZrUR,9555663750,10711,34752,12/10/2020,bronze
S0348500P,Emmalynne Ainscough,New Caledonia,eainscoughkr@chronoengine.com,(692) 8987098,non-member,XAfSmff,1623557275,2862,3041,3/12/2019,silver
S1404227D,Carlynne Holehouse,China,cholehouseks@pagesperso-orange.fr,(254) 9368121,member,TINXGcBHO,1695598350,28786,8583,3/26/2019,bronze
S7674166Y,Kennedy Monday,Germany,kmondaykt@alexa.com,(480) 9462303,non-member,LDqBlXHNQm8,0442721307,30030,35870,2/1/2019,gold
S3758455A,Rita Crufts,Kyrgyzstan,rcruftsku@miibeian.gov.cn,(219) 4735653,member,fWMyYuouudUY,6965165766,36152,17653,10/9/2020,gold
S7648277C,Jack Riseam,Philippines,jriseamkv@people.com.cn,(774) 1188277,non-member,EKEztBH,0009607552,24966,20608,10/29/2019,silver
S9371579Q,Jules Silberschatz,United States,jsilberschatzkw@google.cn,(240) 1780561,member,WhxLfrziG3LA,8362034335,33299,10869,5/12/2019,gold
S7905022P,Alaster Durgan,China,adurgankx@joomla.org,(300) 5739310,member,r7SK9vMvyzyv,8906791216,7618,17100,2/22/2020,bronze
S0223007H,Dana Palphramand,Czech Republic,dpalphramandky@edublogs.org,(692) 5064138,non-member,FKx50W,4164497351,16980,23317,9/16/2020,bronze
S1325047B,Schuyler Buffery,Indonesia,sbufferykz@bigcartel.com,(776) 3393409,non-member,pmWvTMvc,2703235046,27677,19597,11/4/2020,gold
S4794987N,Gwynne McKelvey,China,gmckelveyl0@china.com.cn,(849) 6666514,member,08ky3EHDDv,1508809127,18423,9730,5/19/2020,silver
S3738715Z,Uri Halshaw,Costa Rica,uhalshawl1@merriam-webster.com,(228) 3888807,non-member,4l2nvInnz77j,5629164473,2396,2173,2/5/2020,bronze
S4097948A,Sergio Garrison,Kazakhstan,sgarrisonl2@seattletimes.com,(737) 6143227,member,V7Ky9r70ni,3680875622,9126,28383,8/9/2020,gold
S7160462G,Flss Symers,Indonesia,fsymersl3@google.com.br,(748) 5303472,non-member,OCjSCSNPh0c,0563563052,35991,30140,11/1/2019,bronze
S8308894U,Raul Ritchard,Russia,rritchardl4@plala.or.jp,(678) 2761050,member,EhSSrdWf,7132808095,5860,26993,7/31/2020,gold
S7435351B,Pablo Griffen,China,pgriffenl5@ucoz.ru,(947) 5941427,member,X0TgnuUhXnj,0518210510,21659,27099,4/28/2019,gold
S9827647Z,Benedick Marriage,Indonesia,bmarriagel6@discuz.net,(818) 4046712,member,RViWR6CF,1698512503,19092,26186,3/28/2020,silver
S2467876F,Sher Pashen,China,spashenl7@wikimedia.org,(280) 6037670,non-member,SSTep1OL,2031643282,33047,4746,10/18/2020,bronze
S1467343T,Mab Baswall,Philippines,mbaswalll8@globo.com,(737) 5871810,member,u12jAGIDe,2695502605,19202,28235,2/8/2019,gold
S2840418P,Stephenie Eastby,Poland,seastbyl9@hud.gov,(256) 8948716,member,7zB0bqVt,4661036131,9515,24179,4/26/2019,bronze
S4232306M,Mano Billes,Norway,mbillesla@netscape.com,(311) 8111957,non-member,dDIvI59,9522960934,13260,27902,12/15/2018,silver
S7111137O,Ben Daal,United States,bdaallb@usatoday.com,(770) 3855364,member,fVQ8dT,5060812936,24414,16891,12/10/2020,bronze
S7612988S,Sharyl Jikylls,China,sjikyllslc@google.co.uk,(396) 3918854,non-member,sSHYquC6ur1,1855839024,30780,7876,7/24/2019,bronze
S8127077E,Saleem Caldwall,Puerto Rico,scaldwallld@trellian.com,(737) 3232569,non-member,8cN381dc1o,6551933017,19343,12495,8/6/2019,gold
S8508574X,Ola Worge,Indonesia,oworgele@toplist.cz,(293) 5296306,non-member,3REVL1yXRn9,3827091144,33275,13410,10/29/2020,bronze
S5656070L,Caz Hehl,Russia,chehllf@home.pl,(874) 3596925,member,AtBDX68HGFQ,7943548361,23596,6910,2/13/2019,bronze
S3788996K,Emili Fike,Greece,efikelg@dailymotion.com,(160) 3075577,non-member,rjnsY0N,8220734353,21963,26748,7/12/2019,bronze
S3333420W,Benedetto Vicary,China,bvicarylh@indiegogo.com,(563) 8922775,member,fxumukxgjM,0870841874,8627,37283,12/29/2019,bronze
S0707845J,Alexi Keel,Vietnam,akeelli@samsung.com,(597) 2772863,non-member,7iA9G4,0583094155,13768,7318,2/2/2020,silver
S7807300Y,Cristy Abela,Colombia,cabelalj@over-blog.com,(491) 9103466,member,wsnBuaMD8Q,5213150152,28157,19429,12/26/2019,silver
S0902575N,Lenore Hawken,Poland,lhawkenlk@imageshack.us,(166) 1507704,member,uaCMqJD4,2608126340,22156,20986,11/25/2018,bronze
S2050677J,Turner Gartrell,Peru,tgartrellll@gizmodo.com,(970) 3960180,member,7LEICyv5cub,7577659827,18185,31018,5/27/2019,gold
S3301171R,Debra Salvin,Finland,dsalvinlm@bluehost.com,(578) 4758164,non-member,O6dofpf,2284162983,22010,15107,1/10/2020,bronze
S3400830Z,Anya Fish,United States,afishln@weibo.com,(415) 6365216,non-member,HQnKuNrC,9760694387,4289,30341,9/6/2019,gold
S2150089O,Carlee Laborde,Indonesia,clabordelo@barnesandnoble.com,(193) 7014920,member,nZClsX,3158123533,8276,1490,6/18/2019,bronze
S0310214F,Bellina Reame,United States,breamelp@vimeo.com,(804) 4223473,non-member,dsOQjLH,9249098448,19945,5014,11/24/2020,bronze
S9484517J,Adriena Pritchitt,Indonesia,apritchittlq@myspace.com,(389) 5344594,member,ZSKtnPTHDcp,3347798457,2110,33939,4/6/2019,silver
S6828189K,Kitti Mulhall,Poland,kmulhalllr@ox.ac.uk,(375) 4307203,member,Gd8Q19H,1762629186,25141,34433,11/1/2020,gold
S7450381L,Nealson Carder,China,ncarderls@psu.edu,(684) 8654823,member,1AHUofbFaaZ,2887028340,34407,23758,6/1/2019,silver
S6608113V,Arabelle Box,Russia,aboxlt@slideshare.net,(837) 4077515,non-member,T8WgiEV052D7,2332399844,15539,28520,8/2/2019,bronze
S0242806D,Kaylee Gonsalvez,Ukraine,kgonsalvezlu@mac.com,(932) 8492287,non-member,HEKUuslZ9,7458198885,8048,24173,1/4/2020,bronze
S6666230B,Reyna Wakes,France,rwakeslv@1688.com,(103) 5612810,non-member,guTbJTU,3746818494,11759,34976,12/19/2018,gold
S1867619M,Nigel Shepstone,Jordan,nshepstonelw@qq.com,(704) 3507001,member,F7IZ6VXeeDn,5280167703,25215,29198,9/26/2019,bronze
S8633845N,Morty Pobjoy,China,mpobjoylx@fotki.com,(346) 7933360,member,hNXBOLLyF,0626908507,22112,39725,4/16/2019,bronze
S3646112V,Thom Edes,China,tedesly@icio.us,(682) 4067641,member,819CSOptQD,7911253285,6277,19247,6/22/2020,bronze
S0927198V,Shirlee Van Leeuwen,China,svanlz@bizjournals.com,(997) 4859126,non-member,viUlXV,0323337562,26158,2392,11/25/2019,gold
S1214202Q,Melloney Langhor,Macedonia,mlanghorm0@reverbnation.com,(705) 8253842,member,b3zU2hkc,6809951423,26667,656,12/16/2018,silver
S7006413C,Gordon Bernardos,Philippines,gbernardosm1@live.com,(857) 7592727,non-member,OKJ34ERgUfl,9414766464,11464,11660,5/25/2020,silver
S9811093N,Petronille Kelly,Thailand,pkellym2@java.com,(728) 2650928,member,bDq2H7R1ii,9493174883,5345,34189,9/11/2020,silver
S8292705G,Mil Hain,Nigeria,mhainm3@cdbaby.com,(763) 2028635,non-member,K7Cm5W8,9568688021,16283,36974,5/22/2019,silver
S5108540H,Roxie Portress,Netherlands,rportressm4@accuweather.com,(787) 7164625,non-member,cFaoiy1hLLPc,2249904030,16167,31344,7/28/2019,gold
S5273628C,Anni de Clerc,China,adem5@dot.gov,(711) 5774333,non-member,lnQL1P,2129961479,22054,20922,11/1/2019,silver
S0869399B,Claire Scarf,China,cscarfm6@oakley.com,(583) 9255836,non-member,3ZjxdYc,3121631004,14529,18720,2/15/2019,silver
S7822824C,Barbey Struijs,United States,bstruijsm7@yale.edu,(404) 2684650,non-member,scqBFwJixs,1005904901,33396,5151,9/8/2019,gold
S7750077T,Mareah Aikett,Colombia,maikettm8@chron.com,(882) 1850459,member,rexBQy4,8184536739,31342,14899,4/21/2020,silver
S0980268W,Helenka Clabburn,Canada,hclabburnm9@boston.com,(193) 2880795,non-member,axCsFZCH,7656331549,14141,38899,8/14/2020,silver
S4595015M,Camella Vaar,Brazil,cvaarma@ftc.gov,(689) 4765362,member,HzrJv7vX,2211708447,25401,23300,7/28/2019,bronze
S1893030B,Lishe Nemchinov,Indonesia,lnemchinovmb@wikimedia.org,(200) 8737892,member,vLWeLOVJSgU,4201673472,33505,11895,10/22/2020,bronze
S3381764O,Elie Thorpe,Mexico,ethorpemc@opensource.org,(359) 7441409,non-member,8CaPvo,8672883152,20979,19772,9/5/2020,silver
S3570403Q,Prue Rowbottam,China,prowbottammd@myspace.com,(856) 6301826,non-member,r3zOyFk,4167818639,25299,3135,3/24/2019,gold
S6860761K,Shaina Roft,France,sroftme@yellowpages.com,(329) 3303257,member,LL8vOrdFXe,9519910271,11108,37946,12/6/2019,bronze
S4010644O,Dawna Powter,Portugal,dpowtermf@multiply.com,(853) 5253696,non-member,evx2jr3f,9283246438,27656,29906,5/13/2019,bronze
S3496634G,Pearline Grendon,Palestinian Territory,pgrendonmg@acquirethisname.com,(441) 7829047,member,nYZz9pV,2084952352,10325,28964,11/8/2018,silver
S9955317H,Merill Cree,Indonesia,mcreemh@webeden.co.uk,(212) 2482629,non-member,wp4GkPS7Wf,1706271409,3459,7091,4/19/2019,gold
S8199543M,Haydon Elie,Germany,heliemi@toplist.cz,(393) 6380376,member,fFxoQwCKH2wf,0410568341,3505,5900,8/20/2020,gold
S0334260R,Laurie Spofforth,Vietnam,lspofforthmj@independent.co.uk,(759) 5410640,non-member,tH60zo5TJaP,4580420845,10070,13175,11/4/2018,silver
S6953312K,Ag Tinkler,Philippines,atinklermk@cbc.ca,(768) 8793791,member,UuWrFmD,7736997985,19976,28218,7/12/2020,bronze
S1403515A,Ham Fere,China,hfereml@arizona.edu,(903) 7812183,member,2Axf03oo7fDY,9330639011,5822,27403,11/20/2018,gold
S6794041W,Katti Willoughway,Japan,kwilloughwaymm@ifeng.com,(886) 4627061,non-member,rBdr0JOD,5558408790,24002,2110,3/17/2019,bronze
S9970322J,Hew Whyman,Ukraine,hwhymanmn@so-net.ne.jp,(105) 9254086,non-member,EwfrjDu,6857113874,22681,19939,11/19/2020,bronze
S3307251B,Olwen Moors,China,omoorsmo@cisco.com,(174) 5004743,non-member,gudMSk1,4698408903,26960,8983,12/2/2020,bronze
S5196500N,Iris Brooker,Indonesia,ibrookermp@list-manage.com,(602) 4814196,non-member,p7tvMmXIwA,6853241991,7571,3378,7/11/2019,silver
S9641511F,Patsy Riggeard,Indonesia,priggeardmq@xinhuanet.com,(265) 4062477,member,MJIHAlNt,7567041766,39365,20244,10/9/2020,silver
S2591450J,Vassili Murrish,Russia,vmurrishmr@canalblog.com,(580) 9914354,member,oWz9WEGvgM,5166933109,33932,27353,12/29/2019,gold
S2555315K,Gabby Drewe,Bhutan,gdrewems@utexas.edu,(785) 3021516,member,dtCe5o9,2926315708,29677,33893,1/5/2019,gold
S6493950D,Siegfried Petche,United States,spetchemt@mtv.com,(610) 1810123,non-member,FVd01XMlnJ8,3269434758,18961,37146,9/21/2020,silver
S9910864A,Carce Beecheno,Philippines,cbeechenomu@goo.gl,(890) 8164068,non-member,mXIEE6,7328502894,20590,2092,1/11/2020,bronze
S4620722X,Livia Williscroft,China,lwilliscroftmv@reddit.com,(458) 4868034,non-member,SlR9QIqt7Ua3,3471395385,20508,20969,7/16/2019,gold
S2144207J,Lay Drieu,Canada,ldrieumw@bluehost.com,(424) 5681259,member,rCRAmcBMPztx,7139810303,15221,35210,12/23/2018,bronze
S2977344L,Valentine Tolcharde,Portugal,vtolchardemx@artisteer.com,(738) 2236779,non-member,sJenVIoo5x,8716430476,27952,4489,11/4/2018,bronze
S7585531H,Willey Follos,Indonesia,wfollosmy@wufoo.com,(566) 9983474,member,4mWe3TH4,5928425481,267,3003,12/27/2018,gold
S5397495H,Winifred Canet,China,wcanetmz@dmoz.org,(465) 4556264,non-member,gTktSWpsWB,1880817543,22094,34795,1/15/2020,silver
S2592869H,Kirby O'Heaney,Malaysia,koheaneyn0@addtoany.com,(140) 1956586,member,6hUbOwz3WR,0733576788,31224,15669,2/2/2019,gold
S9028589J,Ursola Flament,Czech Republic,uflamentn1@europa.eu,(592) 3179843,member,hoAUwKK,4060178462,32824,36235,8/30/2019,silver
S6747012A,Adolpho Perkinson,Maldives,aperkinsonn2@weather.com,(105) 8436962,member,4gmpCkq,0253735246,30491,7900,6/24/2019,bronze
S2775091F,Pierrette Leopold,Thailand,pleopoldn3@ucla.edu,(966) 5986566,non-member,hhsZiuitmI7,4179512696,11463,3802,12/25/2019,silver
S0568424V,Claiborn Quillinane,Mexico,cquillinanen4@hp.com,(108) 8805864,member,gHbrtU3gCHxk,7744087739,29590,1784,10/31/2018,bronze
S3667201N,Arley Schruyer,Indonesia,aschruyern5@free.fr,(186) 6778962,non-member,cQhjQoHM,4324622760,38012,15,1/18/2020,silver
S5888719H,Geri Mourant,Brazil,gmourantn6@hostgator.com,(982) 2736007,non-member,3NgpGeL5d,3126031390,11100,16316,8/22/2019,silver
S7155740O,Avrit Waitland,Brazil,awaitlandn7@cisco.com,(743) 7055004,non-member,qqfkrY,0862998123,38169,39918,1/13/2020,gold
S1737585K,Ailsun Extance,China,aextancen8@163.com,(594) 4841792,non-member,tsQwMlNhY0,7884980320,7796,35555,1/30/2020,gold
S6212856Q,Claire Daulby,Sweden,cdaulbyn9@abc.net.au,(854) 7902975,member,0ntESM4a,3304531823,12493,4567,3/12/2020,gold
S2211228M,Charlotta Abrahmer,China,cabrahmerna@netscape.com,(679) 1339224,non-member,OU5LaMQM,9367674821,10531,22842,10/25/2020,silver
S4178751A,Morry Byrde,Zambia,mbyrdenb@cam.ac.uk,(834) 4785514,non-member,reOZh1,9351988686,28216,4662,11/24/2018,bronze
S8507136Q,Glynn McKibben,Brazil,gmckibbennc@ebay.co.uk,(592) 8918290,non-member,Ppc8U0cGtmHp,6895274243,7221,20009,3/24/2020,gold
S3429128W,Willy Coggeshall,China,wcoggeshallnd@npr.org,(620) 6221030,non-member,mqsT27SKf,2078404136,27907,24095,10/31/2018,bronze
S2623316N,Drusilla Shambrook,Ivory Coast,dshambrookne@japanpost.jp,(926) 9916878,non-member,mUMnU3xLQr,4093507902,52,33263,3/31/2019,silver
S7728173I,Maggie Fraczek,Philippines,mfraczeknf@hhs.gov,(118) 7060796,member,XzZKm0,9221903095,38199,9737,1/25/2019,gold
S8772093M,Wake Marshman,China,wmarshmanng@feedburner.com,(399) 6035295,non-member,2pyKYdLW18,7698550524,29673,8201,11/5/2020,bronze
S2183002H,Rayshell Gerritsma,France,rgerritsmanh@examiner.com,(124) 8504428,non-member,JOMFqkhBz,0336085044,28550,36745,12/7/2020,bronze
S9752717X,Madel Gaddas,Trinidad and Tobago,mgaddasni@moonfruit.com,(471) 9354662,non-member,jzmH24DsKJ,9118722113,27625,21274,10/24/2020,bronze
S1543265N,Robinette Jealous,Philippines,rjealousnj@symantec.com,(503) 3432138,non-member,d6Tpi2D,0456832645,29551,39229,11/14/2020,silver
S9530180J,Sharlene Leathem,Poland,sleathemnk@spiegel.de,(404) 5501796,member,O85ZxdfnesVY,2442060671,30183,19656,3/26/2020,gold
S8449273U,Leanna Wordington,Portugal,lwordingtonnl@g.co,(153) 1782316,non-member,FBjPdEgLmo,4949450816,38533,8413,2/5/2019,bronze
S5079491B,Julie Robbings,Ukraine,jrobbingsnm@about.me,(969) 3103454,non-member,uiCCY04n78pT,7222750959,35679,11277,4/16/2020,silver
S4564451U,Brittany Matyushenko,Latvia,bmatyushenkonn@unicef.org,(229) 5852489,non-member,SrLact,2010885716,32372,20218,4/8/2019,bronze
S6026845K,Lorilee Furman,China,lfurmanno@usda.gov,(125) 3967056,non-member,cqL4Ur9MAe,6754282142,10649,27096,12/25/2020,gold
S2313482W,Lorna Grimble,Albania,lgrimblenp@cbsnews.com,(551) 7762720,member,igM10CKqzN,8288167098,19180,36426,7/14/2020,bronze
S2899036T,Thaxter Ottewell,Russia,tottewellnq@123-reg.co.uk,(398) 6994616,non-member,ripKyFu5I,3116756767,12518,19050,6/20/2020,bronze
S2609439K,Sly Rodell,China,srodellnr@sun.com,(768) 3346821,non-member,mbAjwOCvtI,2263639217,29005,23558,12/21/2019,bronze
S3804816L,Jill Foulsham,Slovenia,jfoulshamns@wiley.com,(903) 9922394,non-member,nfCZao8cC2K1,6834219110,20723,31044,12/4/2020,bronze
S9385732K,Alexine Fronsek,Philippines,afronseknt@accuweather.com,(223) 9029741,non-member,EjLXjkn3Xd,5228399097,34075,32196,4/30/2020,gold
S1555355L,Turner Pinnion,France,tpinnionnu@cornell.edu,(524) 6884143,member,jge8R6gJG,1892212595,11123,20082,10/30/2019,silver
S0600082L,Addie Jewer,Russia,ajewernv@baidu.com,(483) 2319611,member,SM6RD79WTG,5412782744,29124,17964,1/29/2020,gold
S8385479V,Rosy Durrand,Brazil,rdurrandnw@ed.gov,(948) 5371424,member,rTS0uEhMwf,6542354298,10283,17700,11/8/2019,bronze
S1342166P,Marguerite Shortcliffe,United States,mshortcliffenx@simplemachines.org,(612) 9851383,member,WEJWU014bFmU,5353240553,28189,25363,10/17/2020,gold
S3668235H,Dallas Davidovic,Morocco,ddavidovicny@businesswire.com,(618) 5135626,non-member,mhVVqgwvG8,4251793110,38359,26169,7/4/2019,gold
S0157351B,Lyndy Petcher,Poland,lpetchernz@wp.com,(169) 8263927,member,AMjtztyQYbxe,5698526168,7401,20611,10/9/2018,gold
S5477015H,Stanislaw Fearnley,Russia,sfearnleyo0@netscape.com,(551) 6859398,non-member,ZUgkUNbwv,6661246235,902,17268,11/26/2020,gold
S7068846L,Antonella Fevers,Vietnam,afeverso1@reuters.com,(577) 9592611,member,ApVtbq,4982881022,447,15631,7/27/2019,bronze
S0478950O,Waldon Ashborne,Poland,washborneo2@edublogs.org,(548) 9668418,member,EoaKUyrETU,6212053707,32150,30486,5/28/2020,gold
S8096028X,Carin Murdoch,Brazil,cmurdocho3@vkontakte.ru,(491) 4160933,member,rnBMaJSZJYRS,0071616772,25870,3392,3/15/2019,gold
S9630139T,Natalya Small,South Africa,nsmallo4@hp.com,(952) 8801271,non-member,A8OneMAlDHXr,5975723787,1786,11512,3/12/2019,silver
S0571000Z,Harland Clint,Brazil,hclinto5@forbes.com,(935) 7791572,non-member,GWaES0CV,6059818684,17353,23536,10/6/2020,silver
S1398329G,Kirbee Rounsivall,China,krounsivallo6@home.pl,(918) 5262337,member,ktCCjol,4126773061,13077,3738,4/3/2019,gold
S4148136G,Keely Mainstone,Indonesia,kmainstoneo7@cbc.ca,(377) 4884960,non-member,Uo9PzPk,2306459207,18783,12981,10/13/2018,silver
S3959940G,Charlotta Adlington,Indonesia,cadlingtono8@nature.com,(699) 3964763,non-member,YwY3juOEAenG,9710635778,12680,7225,11/10/2020,silver
S8905618K,Pegeen Vankeev,Philippines,pvankeevo9@unblog.fr,(680) 2339643,member,XA4VVodfI,6399762812,24219,8618,1/19/2019,bronze
S0835240U,Clotilda Brown,Indonesia,cbrownoa@intel.com,(335) 4276245,non-member,whLxoiQ,0515367168,27320,32176,6/2/2019,silver
S7632474A,Timothee Matula,Philippines,tmatulaob@goo.gl,(770) 1842765,member,pryWSFM,4963934523,6956,20627,5/20/2019,silver
S5908017O,Tamma Holtum,Canada,tholtumoc@geocities.jp,(602) 1012974,member,MemFjc,8012920204,21200,35963,3/24/2019,silver
S8955115M,Juliana Youthead,Namibia,jyoutheadod@ocn.ne.jp,(875) 8117335,non-member,15z1JYCXZjEx,0923711244,17195,29933,4/10/2019,bronze
S8905986A,Eilis Glason,China,eglasonoe@cdbaby.com,(763) 3477884,member,BfAItUwyu5A,9733691674,39342,33159,11/9/2018,bronze
S5073169I,Krystyna Shorey,Philippines,kshoreyof@arizona.edu,(510) 3197902,non-member,3O9Z4IV,7469463933,25584,33506,11/10/2018,gold
S1179460P,Jen Laba,Guatemala,jlabaog@gravatar.com,(272) 2590702,member,mjE8cG,9563754166,19752,27389,2/14/2020,gold
S4633829Y,Talbert Coverlyn,China,tcoverlynoh@vistaprint.com,(853) 5045067,non-member,4cZtAC,0788955810,33193,4332,3/15/2019,silver
S8136650E,Rufe O'Connor,Iran,roconnoroi@pinterest.com,(304) 9055906,non-member,BNj7Rbea,5488755365,36625,21044,3/12/2019,gold
S8241564Q,Kennan Quigley,Indonesia,kquigleyoj@ftc.gov,(493) 8277000,non-member,mzaPKnzbnJi,1825455031,30197,17284,3/18/2019,silver
S0326971A,Cecilio Liles,Philippines,clilesok@reference.com,(650) 2047506,non-member,9wzCBrDLAjN6,7721153344,32124,13550,11/24/2019,silver
S0034760N,Mareah Polini,Ukraine,mpoliniol@icq.com,(106) 4814420,non-member,UhZbSCgp,4162146926,39662,14541,12/31/2019,gold
S3647525Y,Wynn Laviste,Hungary,wlavisteom@gizmodo.com,(806) 5187653,member,BqwqHQHI6,7022843732,16424,4615,1/21/2020,gold
S6553142R,Lurline Gilliam,Armenia,lgilliamon@wikia.com,(134) 1781906,member,tD3gv1q,0233943307,10624,28666,2/17/2020,silver
S8713994Q,Benny Willox,Portugal,bwilloxoo@craigslist.org,(963) 1386084,non-member,l1x6tKBKya20,4402138582,17232,18510,5/3/2019,silver
S9287275V,Roy Brister,Colombia,rbristerop@independent.co.uk,(974) 6322273,non-member,U0q24eatWCOl,7578530550,26686,33640,11/23/2019,silver
S8034592P,Montgomery Pietrowicz,Pakistan,mpietrowiczoq@shop-pro.jp,(426) 3993862,non-member,bvdONCriMV,8228243421,17502,2615,5/10/2020,gold
S0848618G,Barbette Tapner,South Korea,btapneror@theatlantic.com,(530) 6214523,member,sPMr2I6Mcg,3926592885,5025,5747,5/3/2020,bronze
S1492723C,Alvie Kalker,Russia,akalkeros@cnbc.com,(479) 7998623,member,c74xTZp6Jwk,6274987436,18203,3567,3/23/2020,gold
S5010455T,Llywellyn Krollman,Honduras,lkrollmanot@joomla.org,(451) 6053198,member,pYbfyW,9856623421,13642,38326,4/9/2019,bronze
S3583615W,Winfred Dannatt,Argentina,wdannattou@paypal.com,(457) 9627979,member,mGxgmL6,4795152969,2830,28776,8/6/2020,gold
S1398263F,Bobby Dearl,South Sudan,bdearlov@elpais.com,(305) 2897274,member,EC8EkD3866lW,1885376782,23034,15032,12/24/2018,bronze
S7271195I,Shanta Skentelbury,China,sskentelburyow@google.pl,(657) 5211068,non-member,U6CgDHlV,6601086762,36626,36700,1/31/2020,gold
S0077021U,Cindelyn Bambra,Indonesia,cbambraox@twitter.com,(476) 6661334,member,2DdP8NDNd,4015834623,8284,16563,11/13/2018,silver
S8413830O,Rustie Olanda,Honduras,rolandaoy@myspace.com,(575) 1464689,member,Of6Y50k,7535630049,29610,39503,9/5/2019,bronze
S9302178X,Fancy Couvet,Kyrgyzstan,fcouvetoz@ted.com,(221) 7441501,non-member,OfCSwMmQdov,1137645954,10705,21268,7/12/2020,silver
S5300914N,Luci Grzeszczak,Sweden,lgrzeszczakp0@un.org,(945) 9014368,member,m2njYaQ,3327669856,4879,1557,11/19/2019,bronze
S8504083T,Viki Stivens,Trinidad and Tobago,vstivensp1@facebook.com,(154) 9642118,non-member,HpUb5IVzLo,7290156927,8887,500,12/31/2018,bronze
S5940214Z,Lilian Plank,Indonesia,lplankp2@sakura.ne.jp,(535) 8248552,member,RDG1LFfnuW3e,7419697957,13644,24053,3/5/2019,bronze
S1330791R,Jeniece Chasmor,China,jchasmorp3@comsenz.com,(762) 7770173,non-member,9vrobl6G5by,0298950499,2236,15072,6/22/2020,silver
S8358331R,Herve Haddow,Indonesia,hhaddowp4@stanford.edu,(748) 4779965,member,wpYCk9Fd,4611162702,36521,17954,5/17/2019,gold
S1204558E,Sandy Springer,Venezuela,sspringerp5@digg.com,(302) 4193055,member,BgA0jDW2gKA,1800068522,36373,33136,11/24/2020,bronze
S4407422A,Hedwig Bende,China,hbendep6@nifty.com,(558) 9268228,member,W469oT,7350335466,8472,24968,2/22/2020,gold
S6449925Q,Darya Pinnijar,China,dpinnijarp7@census.gov,(541) 2275821,non-member,Glp2W0gX,1990546080,21613,6403,11/11/2018,gold
S4031020X,Radcliffe Haddock,El Salvador,rhaddockp8@phpbb.com,(904) 7766773,member,miwunE8Zm,4258995282,22422,26195,12/3/2019,gold
S7834661X,Huberto Walpole,Thailand,hwalpolep9@bbb.org,(810) 2081865,member,iqBse346q,5510925248,31431,12418,10/23/2020,bronze
S8671631C,Antonin Donson,Czech Republic,adonsonpa@homestead.com,(853) 3715871,member,ODDGt6,6202459859,18001,21339,4/1/2020,silver
S2990240I,Indira Dracksford,China,idracksfordpb@joomla.org,(491) 7614797,member,CTq5p5ye,6447274886,3042,6224,5/11/2020,bronze
S2431337Y,Jabez Aery,Russia,jaerypc@themeforest.net,(696) 6285399,non-member,eQanJfhu6Y3,4425345398,30207,17922,10/29/2020,gold
S3751692O,Daniel Storks,Netherlands,dstorkspd@w3.org,(380) 2308768,non-member,fJDKmc,5739523540,1776,29609,12/11/2020,bronze
S7784606G,Griffin Morphew,Bangladesh,gmorphewpe@eventbrite.com,(338) 6280243,member,GINA0trqGDnu,7531696401,19725,3028,7/1/2020,silver
S4534020X,Swen Weitzel,Portugal,sweitzelpf@apache.org,(228) 6057319,member,XPDcoi9zBef,5932068086,3356,27235,4/23/2019,bronze
S2429850Z,Murial Tombs,China,mtombspg@netvibes.com,(834) 2759015,member,qNCZV2,3678249116,2240,28500,12/13/2019,gold
S3382127N,Royall Mabley,Indonesia,rmableyph@ask.com,(745) 8893777,member,khbF12Gq8d,8464749007,19767,34740,12/27/2020,silver
S2244110A,Raychel Antczak,China,rantczakpi@admin.ch,(649) 5797360,non-member,qOUcWJ6L,5161856149,39354,16082,2/9/2019,bronze
